date,close,volume
2023-12-22,"2,295.8",802.70K
2023-12-25,"2,396.6",4.17M
2023-12-26,"2,427.6",1.54M
2023-12-27,"2,550.0",2.79M
2023-12-28,"2,531.2",2.11M
2023-12-29,"2,540.0",860.51K
2024-01-03,"2,581.0",427.50K
2024-01-04,"2,568.0",397.78K
2024-01-05,"2,576.8",264.68K
2024-01-08,"2,611.0",673.21K
2024-01-09,"2,607.0",628.30K
2024-01-10,"2,586.4",526.90K
2024-01-11,"2,605.0",551.08K
2024-01-12,"2,631.0",746.86K
2024-01-15,"2,690.2",1.01M
2024-01-16,"2,647.2",956.55K
2024-01-17,"2,652.4",494.22K
2024-01-18,"2,595.8",828.43K
2024-01-19,"2,569.8",806.52K
2024-01-22,"2,601.0",558.60K
2024-01-23,"2,635.4",1.66M
2024-01-24,"2,645.8",817.02K
2024-01-25,"2,779.0",2.80M
2024-01-26,"2,873.0",4.14M
2024-01-29,"2,995.0",3.23M
2024-01-30,"3,078.0",6.30M
2024-01-31,"3,026.0",2.39M
2024-02-01,"3,108.0",2.74M
2024-02-02,"3,163.0",3.02M
2024-02-05,"3,047.0",11.21M
2024-02-06,"3,108.6",3.49M
2024-02-07,"3,325.0",7.86M
2024-02-08,"3,306.2",9.58M
2024-02-09,"3,290.4",2.73M
2024-02-12,"3,304.6",1.66M
2024-02-13,"3,477.0",4.11M
2024-02-14,"3,439.4",3.43M
2024-02-15,"3,444.2",2.91M
2024-02-16,"3,417.0",2.46M
2024-02-19,"3,310.4",1.95M
2024-02-20,"3,314.6",2.71M
2024-02-21,"3,246.2",3.11M
2024-02-22,"3,241.8",1.40M
2024-02-26,"3,404.8",1.77M
2024-02-27,"3,365.8",1.09M
2024-02-28,"3,375.8",960.59K
2024-02-29,"3,383.0",630.60K
2024-03-01,"3,539.4",2.84M
2024-03-04,"3,700.6",4.33M
2024-03-05,"3,627.0",2.50M
2024-03-06,"3,577.8",1.38M
2024-03-07,"3,623.8",1.31M
2024-03-11,"3,544.4",2.83M
2024-03-12,"3,499.6",948.63K
2024-03-13,"3,588.6",1.75M
2024-03-14,"3,598.8",1.55M
2024-03-15,"3,635.6",1.78M
2024-03-18,"3,686.2",1.64M
2024-03-19,"3,797.0",4.11M
2024-03-20,"3,948.0",3.67M
2024-03-21,"3,882.0",3.39M
2024-03-22,"3,834.0",2.44M
2024-03-25,"4,024.6",1.94M
2024-03-26,"4,018.8",1.53M
2024-03-27,"4,007.2",729.55K
2024-03-28,"4,003.8",646.21K
2024-03-29,"3,994.0",648.80K
2024-04-01,"3,975.0",1.22M
2024-04-02,"3,868.0",4.57M
2024-04-03,"3,920.2",965.49K
2024-04-04,"3,960.0",718.89K
2024-04-05,"3,995.0",548.93K
2024-04-08,"3,959.0",1.45M
2024-04-09,"3,954.6",577.01K
2024-04-10,"3,980.0",536.92K
2024-04-11,"3,946.0",379.28K
2024-04-12,"3,990.0",412.04K
2024-04-15,"4,046.0",1.09M
2024-04-16,"4,049.6",386.49K
2024-04-17,"4,199.8",1.60M
2024-04-18,"4,193.0",720.87K
2024-04-19,"4,257.2",785.95K
2024-04-22,"4,290.2",2.29M
2024-04-23,"4,172.2",816.66K
2024-04-24,"4,111.8",904.37K
2024-04-25,"4,164.6",1.44M
2024-04-26,"4,231.6",1.02M
2024-04-27,"4,160.2",845.56K
2024-04-29,"4,173.4",305.27K
2024-04-30,"4,149.6",103.77K
2024-05-02,"4,177.0",384.28K
2024-05-03,"4,236.4",401.74K
2024-05-06,"4,274.0",536.76K
2024-05-07,"4,356.0",647.77K
2024-05-08,"4,310.0",632.38K
2024-05-10,"4,356.2",180.75K
2024-05-13,"4,407.0",4.62M
2024-05-14,"4,489.8",1.54M
2024-05-15,"4,355.2",1.24M
2024-05-16,"4,361.2",1.17M
2024-05-17,"4,271.0",842.30K
2024-05-20,"4,196.0",1.22M
2024-05-21,"4,106.4",1.01M
2024-05-22,"4,234.0",852.83K
2024-05-23,"4,206.4",463.12K
2024-05-24,"4,189.2",554.36K
2024-05-27,"4,084.0",758.78K
2024-05-28,"4,038.4",407.52K
2024-05-29,"4,051.0",237.95K
2024-05-30,"4,032.8",344.73K
2024-05-31,"3,996.8",471.74K
2024-06-03,"4,044.4",393.76K
2024-06-04,"4,177.8",357.73K
2024-06-05,"4,159.2",435.99K
2024-06-06,"4,204.2",261.28K
2024-06-07,"4,222.0",329.14K
2024-06-10,"4,125.6",297.38K
2024-06-11,"4,102.0",233.82K
2024-06-13,"4,048.0",362.75K
2024-06-14,"4,071.2",330.62K
2024-07-24,"4,148.5",5.30M
2024-07-25,"4,137.5",1.91M
2024-07-26,"3,962.5",4.19M
2024-07-29,"3,867.0",4.73M
2024-07-30,"3,910.0",4.07M
2024-07-31,"3,892.0",2.01M
2024-08-01,"3,871.5",1.23M
2024-08-02,"3,728.5",2.61M
2024-08-05,"3,585.0",3.84M
2024-08-06,"3,644.0",2.34M
2024-08-07,"3,854.0",4.36M
2024-08-08,"3,828.0",3.52M
2024-08-09,"3,854.5",1.12M
2024-08-12,"3,923.0",1.66M
2024-08-13,"3,911.0",1.12M
2024-08-14,"3,831.5",996.72K
2024-08-15,"3,828.0",1.13M
2024-08-16,"3,776.5",1.08M
2024-08-19,"3,725.5",1.91M
2024-08-20,"3,753.0",1.23M
2024-08-21,"3,836.5",1.34M
2024-08-22,"3,794.0",1.51M
2024-08-23,"3,807.0",1.39M
2024-08-26,"3,913.5",1.75M
2024-08-27,"3,844.0",910.37K
2024-08-28,"3,892.5",1.27M
2024-08-29,"3,926.0",1.11M
2024-08-30,"3,765.5",1.67M
2024-09-02,"3,620.5",2.47M
2024-09-03,"3,652.0",1.94M
2024-09-04,"3,737.0",1.03M
2024-09-05,"3,679.5",962.19K
2024-09-06,"3,715.0",677.79K
2024-09-09,"3,883.5",1.42M
2024-09-10,"3,825.0",1.12M
2024-09-11,"3,782.0",1.32M
2024-09-12,"3,828.5",1.16M
2024-09-13,"3,914.5",1.70M
2024-09-16,"4,119.0",3.00M
2024-09-17,"4,106.0",1.99M
2024-09-18,"4,031.0",1.03M
2024-09-19,"4,137.5",1.41M
2024-09-20,"4,100.0",1.22M
2024-09-23,"4,202.5",1.88M
2024-09-24,"4,160.0",910.74K
2024-09-25,"4,035.5",1.37M
2024-09-26,"4,001.5",1.12M
2024-09-27,"4,024.0",604.75K
2024-09-30,"4,007.5",712.98K
2024-10-01,"3,963.0",747.53K
2024-10-02,"3,907.5",692.60K
2024-10-03,"3,969.0",926.24K
2024-10-04,"3,945.5",594.34K
2024-10-07,"3,928.5",386.50K
2024-10-08,"3,982.5",729.55K
2024-10-09,"3,933.5",436.75K
2024-10-10,"3,979.5",389.31K
2024-10-11,"3,975.0",578.37K
2024-10-14,"4,074.0",1.11M
2024-10-15,"4,091.0",660.26K
2024-10-16,"4,057.0",659.15K
2024-10-17,"3,983.5",457.46K
2024-10-18,"3,968.5",497.74K
2024-10-21,"4,031.0",524.89K
2024-10-22,"3,964.5",434.14K
2024-10-23,"3,883.5",512.80K
2024-10-24,"3,969.5",603.03K
2024-10-25,"3,834.5",1.41M
2024-10-28,"3,743.0",1.58M
2024-10-29,"3,758.0",1.10M
2024-10-30,"3,710.0",730.83K
2024-10-31,"3,666.5",763.63K
2024-11-01,"3,674.0",797.60K
2024-11-02,"3,683.5",246.24K
2024-11-05,"3,646.0",658.67K
2024-11-06,"3,677.0",1.50M
2024-11-07,"3,811.5",1.06M
2024-11-08,"3,888.0",958.02K
2024-11-11,"3,885.0",912.79K
2024-11-12,"3,758.5",1.17M
2024-11-13,"3,693.0",1.40M
2024-11-14,"3,678.0",829.32K
2024-11-15,"3,712.0",745.99K
2024-11-18,"3,649.0",977.06K
2024-11-19,"3,560.0",1.43M
2024-11-20,"3,460.0",1.31M
2024-11-21,"3,509.0",1.73M
2024-11-22,"3,415.0",864.75K
2024-11-25,"3,299.5",1.16M
2024-11-26,"3,211.0",1.71M
2024-11-27,"3,385.0",2.66M
2024-11-28,"3,365.5",1.49M
2024-11-29,"3,320.0",981.63K
2024-12-02,"3,434.0",874.69K
2024-12-03,"3,380.0",984.84K
2024-12-04,"3,252.0",1.24M
2024-12-05,"3,378.5",1.40M
2024-12-06,"3,376.0",902.95K
2024-12-09,"3,466.0",1.05M
2024-12-10,"3,379.5",912.04K
2024-12-11,"3,397.0",787.42K
2024-12-12,"3,284.0",769.35K
2024-12-13,"3,321.0",510.91K
2024-12-16,"3,232.5",949.42K
2024-12-17,"3,248.5",822.07K
2024-12-18,"3,255.0",972.34K
2024-12-19,"3,339.0",1.49M
2024-12-20,"3,683.5",3.33M
2024-12-23,"3,800.0",2.52M
2024-12-24,"3,702.5",1.53M
2024-12-25,"3,790.0",1.74M
2024-12-26,"3,785.0",1.43M
2024-12-27,"3,848.0",831.85K
2024-12-28,"3,928.5",674.21K
2024-12-30,"3,994.0",615.78K
